Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,AVERAGE_Z_SCORE,AVERAGE_Z_SCORE_ENGLISH,AVERAGE_Z_SCORE_CHINESE
38,421199,"Yes, I do, but Norris is generally better. What points/issues do you think it should also cover?#",4,,,,,2,,10,,0,,,,2,,0,,,,,1,,,,3,,,,,0,,,,2,,,,,,8,,4,,,5,,,,,,,,,,0.50592451,blank,blank,blank,blank,0.248214268,blank,1.292728726,blank,-0.06227556,blank,blank,blank,0.170049403,blank,0.031551668,blank,blank,blank,blank,-0.18133609,blank,blank,blank,0.291581633,blank,blank,blank,blank,-0.497007268,blank,blank,blank,0.065504241,blank,blank,blank,blank,blank,1.670721599,blank,0.752605561,blank,blank,0.76027042,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.388348701,0.19993681,0.812275456
39,621917,"Those of us who've been here the whole time are pretty incredulous about it also. :) We miss your fine editing style and hope you come back sometime -- keep looking in on us now and then, at least?#",12,,,,,11,,11,,2,,,,4,,3,,,,,4,,,,-1,,,,,3,,,,3,,,,,,5,,8,,,12,,,,,,,,,,1.780012741,blank,blank,blank,blank,1.766550711,blank,1.466433323,blank,0.245440418,blank,blank,blank,0.581741457,blank,0.725706881,blank,blank,blank,blank,0.492775768,blank,blank,blank,-0.728826531,blank,blank,blank,blank,0.144292433,blank,blank,blank,0.301131008,blank,blank,blank,blank,blank,0.939371039,blank,1.576498455,blank,blank,2.056806816,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.87291804,0.719347467,1.21845183
40,62073,Fatwa? What is that?#,,,0,,,,,0,,12,,-1,,,,-3,,-1,,,,,-1,,,,0,,,,,-9,,,,-9,,,,,,8,,0,,,0,,,,,,,,blank,blank,-0.521769692,blank,blank,blank,blank,-0.444317254,blank,1.784020309,blank,-0.542298202,blank,blank,blank,-0.662603545,blank,-0.522684508,blank,blank,blank,blank,-0.632743363,blank,blank,blank,-0.133333333,blank,blank,blank,blank,-1.937280792,blank,blank,blank,-2.371810019,blank,blank,blank,blank,blank,1.576498455,blank,-0.503037206,blank,blank,-0.013191167,blank,blank,blank,blank,blank,blank,blank,-0.378811563,-0.209466198,-0.649764146
41,535410,"I see. What about ""Main Church""?#",,,,0,,-1,,,8,,,2,,,,,,,2,,,1,,,,,,,,,,,,-1,,,,,,,1,,,0,,,0,,,,0,,,,blank,blank,blank,-0.125848926,blank,-0.25789788,blank,blank,1.380979612,blank,blank,-0.013570673,blank,blank,blank,blank,blank,blank,-0.211901625,blank,blank,0.071132721,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.64137606,blank,blank,blank,blank,blank,blank,-0.262297794,blank,blank,-0.503037206,blank,blank,-0.013191167,blank,blank,blank,0.159673395,blank,blank,blank,-0.0379396,0.140482205,-0.252045766
42,580856,"Could you please explain to me what the buttons do? How do you ""Not accept"" a change, that's what...you revert it, don't you...?#",-4,,12,,,6,,,-1,,,,,,,-4,,,9,,,,,,,,,,,,6,,,,,,,0,,,6,,,1,,,,3,,,,,,,-0.76816372,blank,1.132148026,blank,blank,0.923030465,blank,blank,-0.340322457,blank,blank,blank,blank,blank,blank,-0.893988616,blank,blank,1.325208608,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.749192314,blank,blank,blank,blank,blank,blank,-0.030394482,blank,blank,0.656819853,blank,blank,-0.123386484,blank,blank,blank,0.776476711,blank,blank,blank,blank,blank,blank,0.309692747,0.303872088,0.319878899
43,607777,to the Citations missing template. What's the deal?#,,-6,,-9,,,6,,,-3,,,,,,,,,,-2,,,,,,,,,,,,0,,,,,,,4,,,0,,,0,,,,-8,,,,,,blank,-1.329131653,blank,-1.685100485,blank,blank,1.005740669,blank,blank,-0.523849527,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1.100740478,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.080462142,blank,blank,blank,blank,blank,blank,0.6809,blank,blank,-0.071287333,blank,blank,-0.165827005,blank,blank,blank,-1.72095366,blank,blank,blank,blank,blank,-0.499071161,-0.726616295,-0.271526028
44,277176,"Hi, I've added a question to your Request for Adminship. Also, could you elaborate on how you will ''prevent'' vandalism?#",2,,12,,,3,,,1,,,,,,,-1,,,2,,,,,,,,,,,,3,,,,,,,0,,,10,,,0,,,,3,,,,,,,0.187402453,blank,1.132148026,blank,blank,0.416918317,blank,blank,0.042189114,blank,blank,blank,blank,blank,blank,-0.199833403,blank,blank,-0.211901625,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.239074987,blank,blank,blank,blank,blank,blank,-0.030394482,blank,blank,1.392113971,blank,blank,-0.503037206,blank,blank,blank,0.776476711,blank,blank,blank,blank,blank,blank,0.294650624,0.229428267,0.408789749
45,134361,I got the page fixed. Sorry I had to do it several times on the page but it wouldn't let me revert it to before the IP user vandalized it how do you do that?#,6,,6,,,12,,,0,,,,,,,6,,,9,,,,,,,,,,,,2,,,,,,,7,,,12,,,2,,,,2,,,,,,,0.824446568,blank,0.305189167,blank,blank,1.93525476,blank,blank,-0.149066672,blank,blank,blank,blank,blank,blank,1.419862094,blank,blank,1.325208608,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.069035878,blank,blank,blank,blank,blank,blank,1.478551412,blank,blank,1.759761029,blank,blank,0.256264237,blank,blank,blank,0.516263336,blank,blank,blank,blank,blank,blank,0.885524583,0.818561486,1.002710004
46,444059,I'm trying to keep Minority Report as a Good Article and the <url> requested for copyediting - but didn't give examples to cleanup. Can you give me some input on what to rewrite?#,7,,10,,,5,,,0,,,,,,,5,,,2,,,,,,,,,,,,1,,,,,,,0,,,6,,,-1,,,,-1,,,,,,,0.983707597,blank,0.856495073,blank,blank,0.754326415,blank,blank,-0.149066672,blank,blank,blank,blank,blank,blank,1.188477023,blank,blank,-0.211901625,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.101003231,blank,blank,blank,blank,blank,blank,-0.030394482,blank,blank,0.656819853,blank,blank,-0.882687927,blank,blank,blank,-0.264376789,blank,blank,blank,blank,blank,blank,0.254581385,0.474433512,-0.130159836
47,38632,"Molte grazie, just one last thing, if this is the only source then how I'm supposed to cite it there. Do you have any better way?#",7,,-3,,,8,,,-2,,,,,,,1,,,2,,,,,,,,,,,,2,,,,,,,0,,,,,,0,,,,-1,,,,,,,0.983707597,blank,-0.935249121,blank,blank,1.260438563,blank,blank,-0.531578243,blank,blank,blank,blank,blank,blank,0.262936739,blank,blank,-0.211901625,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.069035878,blank,blank,blank,blank,blank,blank,-0.030394482,blank,blank,blank,blank,blank,-0.503037206,blank,blank,blank,-0.264376789,blank,blank,blank,blank,blank,blank,0.009958131,0.128198541,-0.265936159
48,133723,"If you can't back up that I've used it in WP with a diff/evidence, do you feel that it's appropriate to say that I've used the term in the context such as the diff I provided above? If so, why?#",-3,,9,,,5,,,-5,,,,,,,-3,,,0,,,,,,,,,,,,-1,,,,,,,2,,,-3,,,0,,,,-3,,,,,,,-0.608902692,blank,0.718668596,blank,blank,0.754326415,blank,blank,-1.105345599,blank,blank,blank,blank,blank,blank,-0.662603545,blank,blank,-0.651075977,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.441081449,blank,blank,blank,blank,blank,blank,0.400732917,blank,blank,-0.997591912,blank,blank,-0.503037206,blank,blank,blank,-0.784803539,blank,blank,blank,blank,blank,blank,-0.352792181,-0.285144893,-0.471174935
49,209322,What do you think? And how does one go about establishing this project group?#,0,,11,,,12,,,0,,,,,,,-2,,,2,,,,,,,,,,,,0,,,,,,,0,,,0,,,0,,,,-1,,,,,,,-0.131119605,blank,0.994321549,blank,blank,1.93525476,blank,blank,-0.149066672,blank,blank,blank,blank,blank,blank,-0.431218474,blank,blank,-0.211901625,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.27104234,blank,blank,blank,blank,blank,blank,-0.030394482,blank,blank,-0.446121324,blank,blank,-0.503037206,blank,blank,blank,-0.264376789,blank,blank,blank,blank,blank,blank,0.044663436,0.247889656,-0.31098245
50,369741,"I will understand if you decline, but would very much like you to accept. May I nominate you?#",12,,12,,,12,,,7,,,,,,,12,,,9,,,,,,,,,,,,8,,,,,,,-2,,,0,,,6,,,,6,,,,,,,1.780012741,blank,1.132148026,blank,blank,1.93525476,blank,blank,1.189723827,blank,blank,blank,blank,blank,blank,2.808172521,blank,blank,1.325208608,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,1.089270532,blank,blank,blank,blank,blank,blank,-0.46152188,blank,blank,-0.446121324,blank,blank,1.774867122,blank,blank,blank,1.557116836,blank,blank,blank,blank,blank,blank,1.244011979,1.608541573,0.606085189
51,257936,I thought that only section tags go into sections while the article tags go to the top of the page so they could serve it's purpose. Is there a Wikipedia guideline that can substantiate your revert?#,-3,,,1,,,,-2,,,,,,9,-2,,,,,,,,,1,-5,,,,,,,,2,,,0,,,,-1,,,,,,0,3,,,,,,,,-0.608902692,blank,blank,0.047401247,blank,blank,blank,-0.79172645,blank,blank,blank,blank,blank,1.610971593,-0.638797717,blank,blank,blank,blank,blank,blank,blank,blank,-0.130560928,-1.749234694,blank,blank,blank,blank,blank,blank,blank,0.348700817,blank,blank,-0.245155955,blank,blank,blank,-0.523330083,blank,blank,blank,blank,blank,-0.177502877,0.65754613,blank,blank,blank,blank,blank,blank,blank,-0.183382634,-0.32297852,0.012051606
52,241828,"Hmm, now I feel ignorant. Are you aware of a good source we could stick in the article to back this up?#",-2,,,0,,,,9,,,,,,4,3,,,,,,,,,0,-5,,,,,,,,0,,,2,,,,-2,,,,,,0,4,,,,,,,,-0.449641663,blank,blank,-0.125848926,blank,blank,blank,1.119024128,blank,blank,blank,blank,blank,0.581741457,0.253103817,blank,blank,blank,blank,blank,blank,blank,blank,-0.372340426,-1.749234694,blank,blank,blank,blank,blank,blank,blank,-0.393689681,blank,blank,0.227433837,blank,blank,blank,-0.767113603,blank,blank,blank,blank,blank,-0.177502877,0.881125229,blank,blank,blank,blank,blank,blank,blank,-0.081078617,-0.106170901,-0.045949419
53,84622,<url> shows that Geo Swan has become active and <url> indicates that the problems mentioned at the RfC may be continuing. Would you close the RfC with the drafted summary?#,3,,,-1,,,,10,,,,,,7,1,,,,,,,,,7,5,,,,,,,,2,,,0,,,,-2,,,,,,0,4,,,,,,,,0.346663481,blank,blank,-0.299099099,blank,blank,blank,1.292728726,blank,blank,blank,blank,blank,1.199279539,-0.103656796,blank,blank,blank,blank,blank,blank,blank,blank,1.320116054,0.801785714,blank,blank,blank,blank,blank,blank,blank,0.348700817,blank,blank,-0.245155955,blank,blank,blank,-0.767113603,blank,blank,blank,blank,blank,-0.177502877,0.881125229,blank,blank,blank,blank,blank,blank,blank,0.383155936,0.651116803,0.008010722
54,137339,"I have looked back in my archives a year, and cannot find the issue concerned - although I certainly remember the name, your account, and the style. Can you give me the relevant link/diff, so I can refresh my memory and be best informed what action might be appropriate?#",6,,,4,,,,5,,,,,,12,3,,,,,,,,,2,6,,,,,,,,1,,,2,,,,-2,,,,,,0,5,,,,,,,,0.824446568,blank,blank,0.567151767,blank,blank,blank,0.424205736,blank,blank,blank,blank,blank,2.228509675,0.253103817,blank,blank,blank,blank,blank,blank,blank,blank,0.111218569,1.056887755,blank,blank,blank,blank,blank,blank,blank,-0.022494432,blank,blank,0.227433837,blank,blank,blank,-0.767113603,blank,blank,blank,blank,blank,-0.177502877,1.104704328,blank,blank,blank,blank,blank,blank,blank,0.485879262,0.780789127,0.073005451
55,106275,I just sent you an email. Did it work?#,,,0,,,-2,,,,-1,,,,,,9,1,,,,,,,,,0,4,,,,,,,,-2,,,1,,,,-1,,,,,,0,2,,,,,,blank,blank,-0.521769692,blank,blank,-0.426601929,blank,blank,blank,-0.216133549,blank,blank,blank,blank,blank,2.114017308,0.323384072,blank,blank,blank,blank,blank,blank,blank,blank,-0.398678414,0.773696145,blank,blank,blank,blank,blank,blank,blank,-0.641334337,blank,blank,0.185169218,blank,blank,blank,-0.277260556,blank,blank,blank,blank,blank,-0.004163414,0.517685247,blank,blank,blank,blank,blank,0.119000842,0.235416277,-0.043980768
56,13662,"Ah well, if you are going to have such a bizarre flight of fancy as far as to calling it an attack page then perhaps I will remove it. Maybe you should also look at how you interact with others?#",-7,,,-12,,,,-5,,,,,,-3,-4,,,,,,,,,-9,-5,,,,,,,,-4,,,1,,,,-1,,,,,,-1,4,,,,,,,,-1.245946807,blank,blank,-2.204851005,blank,blank,blank,-1.312840244,blank,blank,blank,blank,blank,-0.859180733,-0.99555833,blank,blank,blank,blank,blank,blank,blank,blank,-2.548355899,-1.749234694,blank,blank,blank,blank,blank,blank,blank,-1.878470676,blank,blank,-0.008861059,blank,blank,blank,-0.523330083,blank,blank,blank,blank,blank,-0.465189873,0.881125229,blank,blank,blank,blank,blank,blank,blank,-1.075891181,-1.559423959,-0.398945292
57,89515,"Hi there. Regarding the comment you added <url>, how can this be verified?#",3,,,7,,,,4,,,,,,-1,5,,,,,,,,,4,6,,,,,,,,-1,,,2,,,,-2,,,,,,0,2,,,,,,,,0.346663481,blank,blank,1.086902287,blank,blank,blank,0.250501138,blank,blank,blank,blank,blank,-0.447488678,0.609864431,blank,blank,blank,blank,blank,blank,blank,blank,0.594777563,1.056887755,blank,blank,blank,blank,blank,blank,blank,-0.764884929,blank,blank,0.227433837,blank,blank,blank,-0.767113603,blank,blank,blank,blank,blank,-0.177502877,0.433967031,blank,blank,blank,blank,blank,blank,blank,0.204167286,0.499729711,-0.209620108
58,573934,"Not a whole lot of contrast with the letters now, if you've traversed the link. Maybe a green pattern is just not the right base color, if we are trying to avoid confusing with WP officialstuff?#",5,,,-3,,,,8,,,,,,0,-3,,,,,,,,,2,5,,,,,,,,0,,,1,,,,4,,,,,,0,7,,,,,,,,0.665185539,blank,blank,-0.645599446,blank,blank,blank,0.94531953,blank,blank,blank,blank,blank,-0.241642651,-0.817178024,blank,blank,blank,blank,blank,blank,blank,blank,0.111218569,0.801785714,blank,blank,blank,blank,blank,blank,blank,-0.393689681,blank,blank,-0.008861059,blank,blank,blank,0.695587518,blank,blank,blank,blank,blank,-0.177502877,1.551862526,blank,blank,blank,blank,blank,blank,blank,0.207207138,0.117012747,0.333479286
59,297046,I hope this makes my concerns clearer. Perhaps we can work together to resolve them?#,6,,,0,,,,10,,,,,,12,4,,,,,,,,,7,7,,,,,,,,4,,,5,,,,4,,,,,,0,4,,,,,,,,0.824446568,blank,blank,-0.125848926,blank,blank,blank,1.292728726,blank,blank,blank,blank,blank,2.228509675,0.431484124,blank,blank,blank,blank,blank,blank,blank,blank,1.320116054,1.311989796,blank,blank,blank,blank,blank,blank,blank,1.091091314,blank,blank,0.936318526,blank,blank,blank,0.695587518,blank,blank,blank,blank,blank,-0.177502877,0.881125229,blank,blank,blank,blank,blank,blank,blank,0.892503811,1.040489431,0.685323942
60,148704,"I'm curious: how do you make those beautiful coats of arms? Do you have a script that generates them from the heraldic descriptions, or do you make them by hand?#",8,,,5,,,,11,,,,,,12,-1,,,,,,,,,9,5,,,,,,,,1,,,2,,,,4,,,,,,0,-4,,,,,,,,1.142968626,blank,blank,0.74040194,blank,blank,blank,1.466433323,blank,blank,blank,blank,blank,2.228509675,-0.46041741,blank,blank,blank,blank,blank,blank,blank,blank,1.803675048,0.801785714,blank,blank,blank,blank,blank,blank,blank,-0.022494432,blank,blank,0.227433837,blank,blank,blank,0.695587518,blank,blank,blank,blank,blank,-0.177502877,-0.907507563,blank,blank,blank,blank,blank,blank,blank,0.62823945,1.103336702,-0.036896703
61,622223,"Unfortunately, I have no clue what you mean. Can you point me to a page that has such a feature?#",1,3,,,,,,,-2,,,,,-4,,,,,0,,,,9,,,,,5,,-1,,,,,,,,-3,,,-10,,-6,,,,-3,,,,,,,,0.028141424,0.246498599,blank,blank,blank,blank,blank,blank,-0.531578243,blank,blank,blank,blank,-1.06502676,blank,blank,blank,blank,-0.651075977,blank,blank,blank,1.579646018,blank,blank,blank,blank,0.912390769,blank,-0.710773835,blank,blank,blank,blank,blank,blank,blank,-0.677085579,blank,blank,-2.284356618,blank,-1.100813596,blank,blank,blank,-0.683928464,blank,blank,blank,blank,blank,blank,blank,-0.411496855,-0.023972251,-1.186546064
62,888,Thanks for the heads up. He doesn't know any english?#,-3,8,,,,,,,-2,,,,,,,,,,2,,,,3,,,,,3,,0,,,,,,,,-6,,,1,,-6,,,,1,,,,,,,,-0.608902692,1.121848739,blank,blank,blank,blank,blank,blank,-0.531578243,blank,blank,blank,blank,blank,blank,blank,blank,blank,-0.211901625,blank,blank,blank,0.252212389,blank,blank,blank,blank,0.464261707,blank,-0.497007268,blank,blank,blank,blank,blank,blank,blank,-1.323776676,blank,blank,-0.262297794,blank,-1.100813596,blank,blank,blank,0.210387932,blank,blank,blank,blank,blank,blank,blank,-0.226142466,-0.001580999,-0.619125034
63,531742,"I took a quick look and I'm not up to reading through it properly at the moment. :) I'll be back on here tomorrow morning and I'll have a look then, if that's OK?#",5,10,,,,,,,-2,,,,,11,,,,,3,,,,9,,,,,1,,12,,,,,,,,-5,,,7,,5,,,,5,,,,,,,,0.665185539,1.471988796,blank,blank,blank,blank,blank,blank,-0.531578243,blank,blank,blank,blank,2.022663648,blank,blank,blank,blank,0.007685551,blank,blank,blank,1.579646018,blank,blank,blank,blank,0.016132646,blank,2.068191535,blank,blank,blank,blank,blank,blank,blank,-1.108212977,blank,blank,0.840643382,blank,0.887976858,blank,blank,blank,1.104704328,blank,blank,blank,blank,blank,blank,blank,0.75208559,0.912489436,0.431277898
64,273774,Hi <name> it is taking a while for Longhair to get back to me on a couple of things. Is he on wikibreak or something?#,2,1,,,,,,,-1,,,,,-4,,,,,3,,,,3,,,,,-2,,-4,,,,,,,,-2,,,3,,3,,,,3,,,,,,,,0.187402453,-0.103641457,blank,blank,blank,blank,blank,blank,-0.340322457,blank,blank,blank,blank,-1.06502676,blank,blank,blank,blank,0.007685551,blank,blank,blank,0.252212389,blank,blank,blank,blank,-0.656060946,blank,-1.352073536,blank,blank,blank,blank,blank,blank,blank,-0.46152188,blank,blank,0.105349265,blank,0.526378593,blank,blank,blank,0.65754613,blank,blank,blank,blank,blank,blank,blank,-0.186839388,-0.383728095,0.206938027
65,507189,"Deleting Val Klassen's page. I redirected it to the creator's talkpage, wasn't that enough?#",-7,-1,,,,,,,-8,,,,,-1,,,,,-2,,,,-1,,,,,-4,,-5,,,,,,,,-5,,,-12,,-5,,,,-8,,,,,,,,-1.245946807,-0.453781513,blank,blank,blank,blank,blank,blank,-1.679112956,blank,blank,blank,blank,-0.447488678,blank,blank,blank,blank,-1.090250329,blank,blank,blank,-0.632743363,blank,blank,blank,blank,-1.104190007,blank,-1.565840103,blank,blank,blank,blank,blank,blank,blank,-1.108212977,blank,blank,-2.652003676,blank,-0.920014464,blank,blank,blank,-1.801823958,blank,blank,blank,blank,blank,blank,blank,-1.225117403,-1.027419219,-1.620513769
66,509055,I'm afraid I don't entirely understand what you mean. Is there some conflict with using user authorization and the GPL license?#,7,4,,,,,,,-1,,,,,9,,,,,3,,,,3,,,,,4,,10,,,,,,,,7,,,6,,3,,,,2,,,,,,,,0.983707597,0.421568627,blank,blank,blank,blank,blank,blank,-0.340322457,blank,blank,blank,blank,1.610971593,blank,blank,blank,blank,0.007685551,blank,blank,blank,0.252212389,blank,blank,blank,blank,0.688326238,blank,1.640658401,blank,blank,blank,blank,blank,blank,blank,1.478551412,blank,blank,0.656819853,blank,0.526378593,blank,blank,blank,0.433967031,blank,blank,blank,blank,blank,blank,blank,0.696710402,0.658100992,0.773929222
67,445252,"The policy is tricky - I guess it comes down to whether or not you think the account is going to be disruptive, and whether it is appropriate to guess that ahead of time. On the other hand, looks like another overreaction to <name> in my opinion - what do you think?#",2,6,,,,,,,-5,,,,,0,,,,,2,,,,5,,,,,4,,12,,,,,,,,4,,,3,,3,,,,-2,,,,,,,,0.187402453,0.771708683,blank,blank,blank,blank,blank,blank,-1.105345599,blank,blank,blank,blank,-0.241642651,blank,blank,blank,blank,-0.211901625,blank,blank,blank,0.694690265,blank,blank,blank,blank,0.688326238,blank,2.068191535,blank,blank,blank,blank,blank,blank,blank,0.831860315,blank,blank,0.105349265,blank,0.526378593,blank,blank,blank,-0.460349365,blank,blank,blank,blank,blank,blank,blank,0.321222342,0.356428662,0.250809702
68,204594,Who???#,,,-9,-6,,,,,,,-3,,,,,-5,,,,,-9,,,,0,,,,,-7,,-4,,,,,,,,-3,,,-7,,-4,,,,-8,,,,,,blank,blank,-1.76220798,-1.165349965,blank,blank,blank,blank,blank,blank,-0.759689922,blank,blank,blank,blank,-1.125373687,blank,blank,blank,blank,-2.428375615,blank,blank,blank,-0.47372449,blank,blank,blank,blank,-1.993373236,blank,-0.905714875,blank,blank,blank,blank,blank,blank,blank,-1.010897123,blank,blank,-1.281612728,blank,-0.906704945,blank,blank,blank,-1.72095366,blank,blank,blank,blank,blank,-1.294498186,-1.386870699,-1.165176666
69,457189,Can you help with this user:<url> I suspect that it is sockpuppet of banned user Bonaparte and he vandalizing various articles related to Romanians and Vlachs. Can we do something about it?#,0,3,,,,,,,1,,,,,1,,,,,1,,,,6,,,,,4,,2,,,,,,,,0,,,0,,-1,,,,3,,,,,,,,-0.131119605,0.246498599,blank,blank,blank,blank,blank,blank,0.042189114,blank,blank,blank,blank,-0.035796624,blank,blank,blank,blank,-0.431488801,blank,blank,blank,0.915929204,blank,blank,blank,blank,0.688326238,blank,-0.069474134,blank,blank,blank,blank,blank,blank,blank,-0.030394482,blank,blank,-0.446121324,blank,-0.196817935,blank,blank,blank,0.65754613,blank,blank,blank,blank,blank,blank,blank,0.100773032,0.153132999,-0.003946903
