Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,
32,210822,"Thanks for your support! Would you consider commenting on the <url> talk page, saying it has your support (and adding those comments for discussion)?#","1: Thanks,2: for,3: your,4: support!",,"1: Thanks,2: for,3: your,4: support!,5: Would,6: you,7: consider","1: Thanks,5: Would,6: you,7: consider","1: Thanks,2: for,3: your,4: support!,5: Would","1: Thanks,2: for,3: your,4: support!,5: Would,6: you,7: consider,8: commenting,9: on,10: the,11: <url>,12: talk,13: page,,14: saying,15: it,16: has,17: your,18: support,19: (and,20: adding,21: those,22: comments,23: for,24: discussion)?","5: Would,6: you,7: consider,8: commenting","1: Thanks,2: for,3: your,4: support!","1: Thanks,5: Would,6: you,7: consider",,"1: Thanks,5: Would,6: you,7: consider","1: Thanks,2: for,3: your,4: support!,5: Would,6: you,7: consider","6: you,7: consider,8: commenting,9: on,10: the,11: <url>,12: talk,13: page,,14: saying,15: it,16: has","1: Thanks,5: Would,6: you,7: consider","14: saying,15: it,16: has,17: your,18: support",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,264394,Would you like to elaborate? How are you empowering me exactly?#,"6: How,7: are,8: you,9: empowering,10: me,11: exactly?","6: How,7: are,8: you,9: empowering,10: me,11: exactly?",11: exactly?,"6: How,7: are,8: you,9: empowering,10: me,11: exactly?","6: How,7: are,8: you,9: empowering,10: me,11: exactly?","1: Would,2: you,3: like,4: to,5: elaborate?","1: Would,2: you,3: like,4: to,5: elaborate?","1: Would,2: you,3: like,4: to,6: How,7: are,8: you,11: exactly?","1: Would,2: you,3: like,4: to,6: How,7: are,8: you","1: Would,2: you,3: like,4: to,5: elaborate?",,"5: elaborate?,9: empowering","1: Would,2: you,3: like","6: How,7: are,8: you,9: empowering,10: me,11: exactly?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,279719,"As you've noticed, I'm on a tear through general topology, which was going well, until I went to revise/merge/update <url>, when I stumbled on a very simple conceptual issue. Could you look at the talk page, and tell me what I'm doing wrong?#","30: Could,31: you,32: look,33: at,34: the,35: talk,36: page,,37: and,38: tell,39: me,40: what,41: I'm,42: doing,43: wrong?","1: As,2: you've,3: noticed,,38: tell,39: me,40: what,41: I'm,42: doing,43: wrong?","30: Could,31: you,32: look","38: tell,39: me,40: what,41: I'm,42: doing,43: wrong?","30: Could,31: you,32: look,33: at,34: the,35: talk,36: page,,37: and,38: tell,39: me,40: what,41: I'm,42: doing,43: wrong?","1: As,2: you've,3: noticed,,4: I'm,5: on,6: a,7: tear,8: through,9: general,10: topology,","1: As,2: you've,3: noticed,,4: I'm,5: on,6: a,7: tear,8: through,9: general,10: topology,,11: which,12: was,13: going,14: well,,15: until,16: I,17: went,18: to,19: revise/merge/update,20: <url>,,21: when,22: I,23: stumbled,24: on,25: a,26: very,27: simple,28: conceptual,29: issue.,30: Could,31: you,32: look,33: at,34: the,35: talk,36: page,,37: and,38: tell,39: me,40: what,41: I'm,42: doing,43: wrong?","30: Could,31: you,32: look,33: at",,"30: Could,31: you",,,"1: As,2: you've,3: noticed,,30: Could,31: you,32: look,33: at,34: the,35: talk,36: page,","9: general,10: topology,,23: stumbled,24: on,25: a,26: very,27: simple,28: conceptual,29: issue.,30: Could,31: you,32: look,33: at,34: the,35: talk,36: page,","30: Could,31: you",,"38: tell,39: me,40: what,41: I'm,42: doing,43: wrong?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,120107,"Hi. I'm not disputing your reversion of my edit, but would you please point to any other article that has a reading list that is 100% from a single author?#","2: I'm,3: not,4: disputing,5: your,6: reversion,10: but,11: would,12: you,13: please,14: point","1: Hi.,2: I'm,3: not,4: disputing,10: but,26: 100%,27: from,28: a,29: single,30: author?","11: would,12: you,13: please","2: I'm,3: not,4: disputing,5: your,6: reversion","1: Hi.,2: I'm,3: not,4: disputing,5: your,6: reversion,7: of,8: my,9: edit,,10: but,11: would,12: you,13: please,14: point,15: to,16: any,17: other,18: article,19: that,20: has,21: a,22: reading,23: list,24: that,25: is,26: 100%,27: from,28: a,29: single,30: author?","1: Hi.,2: I'm,3: not,4: disputing,5: your,6: reversion,7: of,8: my,9: edit,","1: Hi.,2: I'm,3: not,4: disputing,5: your,6: reversion,7: of,8: my,9: edit,","2: I'm,3: not,4: disputing,10: but,11: would,12: you,13: please,14: point,15: to","3: not,4: disputing,11: would,12: you,13: please","1: Hi.,2: I'm,3: not,4: disputing,11: would,12: you,13: please","4: disputing,5: your,6: reversion,26: 100%,30: author?","1: Hi.,11: would,12: you,13: please",26: 100%,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,159127,"What are you looking for regarding reliable sources? Of the above statements, what needs to be sourced outside of the manga itself?#","13: what,14: needs,15: to,16: be,17: sourced,18: outside,19: of,20: the,21: manga,22: itself?","1: What,2: are,3: you,4: looking","1: What,2: are,3: you,4: looking,5: for","1: What,2: are,3: you,4: looking,5: for","11: above,12: statements,,13: what,14: needs,15: to,16: be,17: sourced,18: outside,19: of,20: the,21: manga,22: itself?","1: What,2: are,3: you,4: looking,5: for,6: regarding,7: reliable","1: What,2: are,3: you,4: looking,5: for,6: regarding,7: reliable,8: sources?,9: Of,10: the,11: above,12: statements,,13: what,14: needs,15: to,16: be,17: sourced,18: outside,19: of,20: the,21: manga,22: itself?","1: What,13: what",,,,"1: What,13: what",,,"1: What,2: are,3: you,4: looking",,,"6: regarding,7: reliable,8: sources?","1: What,2: are,3: you",13: what,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,596018,"Thanks for the help! That info should be on <url> in easy to read form, no?#","1: Thanks,2: for,3: the,4: help!",,"1: Thanks,2: for,3: the,4: help!","1: Thanks,12: easy","5: That,6: info,7: should,8: be,9: on,10: <url>,11: in,12: easy","1: Thanks,2: for,3: the,4: help!,5: That,6: info,7: should,8: be,9: on,10: <url>,11: in,12: easy,13: to,14: read,15: form,,16: no?","1: Thanks,2: for,3: the,4: help!",,"1: Thanks,2: for,3: the,4: help!","1: Thanks,16: no?",,,,"1: Thanks,2: for,3: the,4: help!,16: no?","1: Thanks,2: for,3: the,4: help!,16: no?",,,"7: should,8: be,9: on,10: <url>,11: in,12: easy","1: Thanks,16: no?",,1: Thanks,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,421199,"Yes, I do, but Norris is generally better. What points/issues do you think it should also cover?#","11: do,12: you,13: think",,,"1: Yes,,2: I,3: do,,4: but","8: better.,12: you,13: think","4: but,5: Norris,6: is,7: generally,8: better.,9: What","1: Yes,,2: I,3: do,,4: but,5: Norris,6: is,7: generally,8: better.,9: What,10: points/issues,11: do,12: you,13: think,14: it,15: should,16: also,17: cover?","9: What,10: points/issues,11: do,12: you,13: think,14: it,15: should,16: also,17: cover?","1: Yes,,2: I,3: do,,11: do,12: you,13: think","6: is,7: generally,9: What,11: do,12: you,13: think","11: do,12: you,13: think",,"9: What,10: points/issues,11: do,12: you,13: think",,"7: generally,8: better.","11: do,12: you,13: think,14: it,15: should","7: generally,12: you,13: think",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,621917,"Those of us who've been here the whole time are pretty incredulous about it also. :) We miss your fine editing style and hope you come back sometime -- keep looking in on us now and then, at least?#","16: :),17: We,18: miss,19: your,20: fine,21: editing,22: style,23: and,24: hope,25: you,26: come,27: back,28: sometime","1: Those,2: of,3: us,16: :),30: keep,31: looking,32: in,33: on,34: us,35: now,36: and,37: then,,38: at,39: least?","16: :),18: miss","17: We,18: miss,19: your,20: fine,21: editing,22: style","1: Those,2: of,3: us,4: who've,5: been,6: here,7: the,8: whole,9: time,10: are,11: pretty,12: incredulous,13: about,14: it,15: also.,16: :),17: We,18: miss,19: your,20: fine,21: editing,22: style,23: and,24: hope,25: you,26: come,27: back,28: sometime,29: --,30: keep,31: looking,32: in,33: on,34: us,35: now,36: and,37: then,,38: at,39: least?","17: We,18: miss,19: your,20: fine,21: editing,22: style,23: and,24: hope,25: you,26: come,27: back,28: sometime,29: --,30: keep,31: looking,32: in,33: on","1: Those,2: of,3: us,4: who've,5: been,6: here,7: the,8: whole,9: time,10: are,11: pretty,12: incredulous,13: about,14: it,15: also.,16: :),17: We,18: miss,19: your,20: fine,21: editing,22: style,23: and,24: hope,25: you,26: come,27: back,28: sometime,29: --,30: keep,31: looking,32: in,33: on,34: us,35: now,36: and,37: then,,38: at,39: least?","1: Those,2: of,3: us,4: who've,5: been,6: here,7: the,8: whole,9: time,38: at,39: least?",16: :),,,,"17: We,18: miss,19: your,20: fine,21: editing,22: style,23: and,24: hope,25: you,26: come,27: back,28: sometime,29: --,30: keep,31: looking,32: in,33: on,34: us,35: now,36: and,37: then,,38: at,39: least?","12: incredulous,30: keep,31: looking","16: :),17: We,18: miss,19: your,30: keep,31: looking,32: in,33: on,34: us,35: now,36: and,37: then,,38: at,39: least?","16: :),38: at,39: least?",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,62073,Fatwa? What is that?#,,,"2: What,3: is,4: that?",,,"1: Fatwa?,2: What,3: is,4: that?",1: Fatwa?,,"2: What,3: is,4: that?",,"1: Fatwa?,2: What,3: is,4: that?",1: Fatwa?,,,,,"1: Fatwa?,2: What,3: is,4: that?","2: What,3: is,4: that?",,,1: Fatwa?,,,,1: Fatwa?,,,,,,"1: Fatwa?,2: What","2: What,3: is,4: that?",2: What,,,,,,0,,,,,,,,,,,,,,,,
41,535410,"I see. What about ""Main Church""?#",,,,"3: What,4: about","1: I,2: see.",,"1: I,2: see.",,"1: I,2: see.,3: What,4: about",,,,,"1: I,2: see.",,"1: I,2: see.",,,,,,,,,,,"3: What,4: about",,,,,,"5: ""Main,6: Church""?","1: I,2: see.",,"1: I,2: see.",,,"1: I,2: see.,3: What,4: about",0,,,,,,,,,,,,,,,
42,580856,"Could you please explain to me what the buttons do? How do you ""Not accept"" a change, that's what...you revert it, don't you...?#","14: ""Not,15: accept"",19: what...you,23: you...?","1: Could,2: you,3: please,4: explain,5: to,6: me,7: what,11: How,12: do,13: you","19: what...you,23: you...?","3: please,4: explain,22: don't,23: you...?",,,,"11: How,12: do,13: you,14: ""Not,15: accept"",16: a,17: change,,18: that's,19: what...you,23: you...?","1: Could,2: you,3: please",,,,,,,,,,"1: Could,3: please",,,,,,"14: ""Not,15: accept""","1: Could,2: you,3: please",3: please,,,,"1: Could,2: you,3: please,4: explain,19: what...you,23: you...?",0,,,,,,,,,,,,,,,,,,,,,,,
43,607777,to the Citations missing template. What's the deal?#,,"6: What's,7: the,8: deal?","6: What's,7: the,8: deal?","6: What's,7: the,8: deal?","6: What's,7: the,8: deal?",,,,,3: Citations,,"6: What's,7: the,8: deal?",,,,,,,,,,"6: What's,7: the,8: deal?",,,,,"3: Citations,5: template.","6: What's,7: the,8: deal?","6: What's,7: the,8: deal?",,"4: missing,5: template.,6: What's,7: the,8: deal?",0,,,,,,,,,,,,,,,,,,,,,,,
44,277176,"Hi, I've added a question to your Request for Adminship. Also, could you elaborate on how you will ''prevent'' vandalism?#","12: could,13: you,14: elaborate,19: ''prevent''","1: Hi,,3: added,4: a,5: question,12: could,13: you,14: elaborate,15: on,16: how,17: you,18: will,19: ''prevent'',20: vandalism?","1: Hi,,19: ''prevent''",,"12: could,13: you,14: elaborate",,,,19: ''prevent'',,"11: Also,,12: could,13: you,14: elaborate",,,,,,,,"10: Adminship.,12: could",,,,,"8: Request,10: Adminship.,20: vandalism?","1: Hi,,12: could,13: you,14: elaborate","1: Hi,,12: could,13: you",,"6: to,7: your,8: Request,11: Also,,12: could,13: you,14: elaborate",0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,134361,I got the page fixed. Sorry I had to do it several times on the page but it wouldn't let me revert it to before the IP user vandalized it how do you do that?#,"31: how,32: do,33: you,34: do,35: that?","1: I,2: got,6: Sorry,31: how,32: do,33: you,34: do,35: that?",6: Sorry,,,"6: Sorry,7: I,8: had,9: to,10: do,11: it,12: several,13: times,31: how,32: do,33: you,34: do,35: that?","6: Sorry,31: how,32: do,33: you,34: do,35: that?",6: Sorry,,,,,,,,,,,,"6: Sorry,30: it,31: how",,,,,"5: fixed.,29: vandalized","6: Sorry,7: I,8: had,9: to,10: do,11: it,31: how,32: do,33: you,34: do,35: that?",6: Sorry,,,,"6: Sorry,7: I,8: had,9: to,10: do,11: it,12: several,13: times,14: on,15: the,16: page,17: but,18: it,19: wouldn't,20: let,21: me,22: revert,23: it,24: to,25: before,26: the,27: IP,28: user,29: vandalized,30: it,31: how,32: do,33: you,34: do,35: that?",0,,,,,,,,,,,,,,,,,,,,,,,
46,444059,I'm trying to keep Minority Report as a Good Article and the <url> requested for copyediting - but didn't give examples to cleanup. Can you give me some input on what to rewrite?#,"24: Can,25: you,26: give,27: me,28: some,29: input,30: on,31: what,32: to,33: rewrite?","24: Can,25: you,26: give,27: me,28: some,29: input,30: on,31: what,32: to,33: rewrite?","24: Can,25: you,26: give,27: me","19: didn't,20: give,21: examples,24: Can,25: you",,,"24: Can,25: you,26: give,27: me,28: some,29: input","1: I'm,2: trying,24: Can,25: you,26: give,27: me,28: some,29: input,30: on,31: what,32: to,33: rewrite?",,"24: Can,25: you",,,,,,"5: Minority,6: Report,16: copyediting","24: Can,25: you,26: give,27: me,28: some,29: input,30: on,31: what,32: to,33: rewrite?","24: Can,25: you,26: give",,"24: Can,25: you,26: give,27: me,28: some,29: input,30: on,31: what,32: to,33: rewrite?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,38632,"Molte grazie, just one last thing, if this is the only source then how I'm supposed to cite it there. Do you have any better way?#","14: how,15: I'm,16: supposed,21: Do,22: you,23: have,24: any,25: better,26: way?","14: how,15: I'm,16: supposed,17: to,18: cite,19: it,20: there.,21: Do,22: you,23: have,24: any,25: better,26: way?","1: Molte,2: grazie,,24: any,25: better,26: way?","11: only,12: source,13: then,14: how,15: I'm,16: supposed,21: Do,22: you,23: have,24: any,25: better,26: way?","21: Do,22: you,23: have,24: any,25: better,26: way?","21: Do,22: you,23: have,24: any,25: better,26: way?",,,,,,,"16: supposed,21: Do,22: you",,,,,"1: Molte,2: grazie,,12: source","1: Molte,2: grazie,",,"21: Do,22: you",,,"3: just,4: one,5: last,6: thing,,21: Do,22: you,23: have,24: any,25: better,26: way?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,133723,"If you can't back up that I've used it in WP with a diff/evidence, do you feel that it's appropriate to say that I've used the term in the context such as the diff I provided above? If so, why?#","2: you,3: can't,4: back,5: up,36: provided,37: above?,38: If,39: so,,40: why?","15: do,16: you,17: feel,18: that,19: it's,20: appropriate,38: If,39: so,,40: why?","2: you,3: can't,4: back,20: appropriate,38: If,39: so,,40: why?","2: you,3: can't,4: back,5: up,15: do,16: you,17: feel,18: that,19: it's,20: appropriate,38: If,39: so,,40: why?","15: do,16: you,17: feel,18: that,19: it's,20: appropriate,38: If,39: so,,40: why?","1: If,2: you,3: can't,4: back,5: up,38: If,39: so,,40: why?",,,,,,,"38: If,39: so,,40: why?",,,,,"11: WP,30: context",,"1: If,2: you,3: can't,38: If,39: so,,40: why?","38: If,39: so,,40: why?",,"1: If,2: you,3: can't,4: back,5: up,32: as,33: the,34: diff,35: I,36: provided,37: above?,38: If,39: so,,40: why?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,209322,What do you think? And how does one go about establishing this project group?#,"1: What,2: do,3: you,4: think?,5: And,6: how,7: does,8: one","1: What,2: do,3: you,4: think?,6: how,7: does,8: one,9: go,10: about,11: establishing,12: this,13: project,14: group?","1: What,2: do,3: you,4: think?","1: What,2: do,3: you,4: think?,6: how",,,,"6: how,7: does,8: one,9: go,10: about","1: What,2: do,3: you,4: think?",,,,,,,,,,5: And,,,,,,,"11: establishing,12: this,13: project,14: group?","1: What,2: do,3: you,4: think?","1: What,2: do,3: you,4: think?",,"1: What,2: do,3: you,4: think?,5: And,6: how,7: does,8: one,9: go,10: about,11: establishing,12: this,13: project,14: group?",0,,,,,,,,,,,,,,,,,,,,,,,,
50,369741,"I will understand if you decline, but would very much like you to accept. May I nominate you?#","3: understand,11: like,15: May,16: I","1: I,2: will,3: understand,8: would,9: very,10: much,11: like,12: you,13: to,14: accept.,15: May,16: I","3: understand,15: May,16: I","2: will,3: understand,15: May,16: I,17: nominate",,,"1: I,2: will,3: understand,4: if,5: you,6: decline,,7: but,8: would,9: very,10: much,11: like,12: you,13: to,14: accept.,15: May,16: I,17: nominate,18: you?","1: I,2: will,3: understand,7: but,8: would,9: very,10: much,11: like,12: you,13: to,14: accept.,15: May,16: I,17: nominate,18: you?","9: very,10: much,11: like,15: May",,,,"6: decline,,17: nominate","1: I,2: will,3: understand,8: would,15: May,16: I,17: nominate,18: you?","1: I,2: will,3: understand,8: would,15: May,16: I","1: I,2: will,3: understand,4: if,5: you,6: decline,,7: but,8: would,9: very,10: much,11: like,12: you,13: to,14: accept.,15: May,16: I",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,257936,I thought that only section tags go into sections while the article tags go to the top of the page so they could serve it's purpose. Is there a Wikipedia guideline that can substantiate your revert?#,"24: serve,25: it's,26: purpose.,34: substantiate,35: your,36: revert?","1: I,2: thought,27: Is,28: there,29: a,30: Wikipedia,31: guideline","1: I,2: thought,27: Is,28: there,29: a,30: Wikipedia,31: guideline,32: that,33: can,34: substantiate,35: your,36: revert?","27: Is,28: there,29: a,30: Wikipedia,31: guideline,32: that,33: can,34: substantiate,35: your,36: revert?","27: Is,28: there,29: a,30: Wikipedia,31: guideline,32: that,33: can,34: substantiate,35: your,36: revert?","1: I,2: thought,3: that,34: substantiate,35: your,36: revert?","24: serve,25: it's,26: purpose.",,,,,,"27: Is,28: there,29: a,30: Wikipedia,31: guideline,32: that,33: can,34: substantiate,35: your,36: revert?",34: substantiate,,,"33: can,36: revert?",,,,,"27: Is,28: there",20: page,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,241828,"Hmm, now I feel ignorant. Are you aware of a good source we could stick in the article to back this up?#","1: Hmm,,5: ignorant.,8: aware","1: Hmm,,2: now,3: I,4: feel,5: ignorant.","1: Hmm,,13: we",,,,,"2: now,3: I,4: feel,5: ignorant.","1: Hmm,,2: now,3: I,4: feel,5: ignorant.,6: Are,7: you,8: aware,9: of,10: a,11: good,12: source,13: we,14: could,15: stick,16: in,17: the,18: article,19: to,20: back,21: this,22: up?","2: now,3: I,4: feel,5: ignorant.,6: Are,7: you,8: aware","1: Hmm,",,,,,,,,"6: Are,7: you,8: aware,9: of,10: a,11: good","5: ignorant.,8: aware",,8: aware,,,,,,"6: Are,7: you,8: aware",18: article,,0,,,,,,,,,,,,,,,,,,,,,,,,
53,84622,<url> shows that Geo Swan has become active and <url> indicates that the problems mentioned at the RfC may be continuing. Would you close the RfC with the drafted summary?#,"22: Would,23: you",,"1: <url>,2: shows,11: indicates,12: that,13: the,14: problems,22: Would,23: you,24: close","22: Would,23: you",,,,,"22: Would,23: you,24: close,25: the,26: RfC,27: with,28: the,29: drafted,30: summary?","22: Would,23: you,24: close,25: the,26: RfC,27: with,28: the,29: drafted,30: summary?","22: Would,23: you,24: close","22: Would,23: you,24: close",,,,,,"22: Would,23: you,24: close",22: Would,,,"22: Would,23: you,24: close",,,,"22: Would,23: you,24: close",15: mentioned,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,137339,"I have looked back in my archives a year, and cannot find the issue concerned - although I certainly remember the name, your account, and the style. Can you give me the relevant link/diff, so I can refresh my memory and be best informed what action might be appropriate?#","19: certainly,20: remember,35: so,36: I,37: can,38: refresh,39: my,40: memory,43: best,44: informed,49: appropriate?","11: cannot,12: find,13: the,14: issue,15: concerned,18: I,19: certainly,20: remember,28: Can,29: you,30: give,31: me","17: although,18: I,19: certainly,20: remember,21: the,22: name,,28: Can,29: you,30: give,31: me,32: the,33: relevant,34: link/diff,,35: so,36: I,37: can,38: refresh,39: my,40: memory","28: Can,29: you,30: give,31: me,32: the,33: relevant,34: link/diff,,35: so,36: I,37: can,38: refresh,39: my,40: memory,41: and,42: be,43: best,44: informed,45: what,46: action,47: might,48: be,49: appropriate?","35: so,36: I,37: can,38: refresh,39: my,40: memory,41: and,42: be,43: best,44: informed,45: what,46: action,47: might,48: be,49: appropriate?","28: Can,29: you","35: so,36: I,37: can,38: refresh,39: my,40: memory,41: and,42: be,43: best,44: informed,45: what,46: action,47: might,48: be,49: appropriate?","28: Can,29: you,30: give,47: might,48: be,49: appropriate?","17: although,19: certainly,49: appropriate?","28: Can,29: you,30: give",,,,"28: Can,29: you,30: give,31: me,35: so",17: although,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
